11180	61	1	0	0	0	0	0	0	
11180	57	1	0	0	0	0	0	1	
11180	53	1	0	0	0	0	0	2	
11180	49	1	0	0	0	0	0	3	
11180	45	1	0	0	0	0	0	4	
11180	41	1	0	0	0	0	0	5	
11180	37	1	0	0	0	0	0	6	
11180	33	1	0	0	0	0	0	7	
11180	125	1	0	0	0	0	0	8	
11180	121	1	0	0	0	0	0	9	
11180	117	1	0	0	0	0	0	10	
11180	113	1	0	0	0	0	0	11	
11180	109	1	0	0	0	0	0	12	
11180	105	1	0	0	0	0	0	13	
11180	101	1	0	0	0	0	0	14	
11180	97	1	0	0	0	0	0	15	
11180	60	1	0	0	0	0	0	16	
11180	56	1	0	0	0	0	0	17	
11180	52	1	0	0	0	0	0	18	
11180	48	1	0	0	0	0	0	19	
11180	44	1	0	0	0	0	0	20	
11180	40	1	0	0	0	0	0	21	
11180	36	1	0	0	0	0	0	22	
11180	32	1	0	0	0	0	0	23	
11180	124	1	0	0	0	0	0	24	
11180	120	1	0	0	0	0	0	25	
11180	116	1	0	0	0	0	0	26	
11180	112	1	0	0	0	0	0	27	
11180	108	1	0	0	0	0	0	28	
11180	104	1	0	0	0	0	0	29	
11180	100	1	0	0	0	0	0	30	
11180	96	1	0	0	0	0	0	31	
11177	61	1	0	0	0	0	0	32	
11177	57	1	0	0	0	0	0	33	
11177	53	1	0	0	0	0	0	34	
11177	49	1	0	0	0	0	0	35	
11177	45	1	0	0	0	0	0	36	
11177	41	1	0	0	0	0	0	37	
11177	37	1	0	0	0	0	0	38	
11177	33	1	0	0	0	0	0	39	
11177	125	1	0	0	0	0	0	40	
11177	121	1	0	0	0	0	0	41	
11177	117	1	0	0	0	0	0	42	
11177	113	1	0	0	0	0	0	43	
11177	109	1	0	0	0	0	0	44	
11177	105	1	0	0	0	0	0	45	
11180	99	1	0	0	0	0	2	0	
11180	103	1	0	0	0	0	2	1	
11180	107	1	0	0	0	0	2	2	
11180	111	1	0	0	0	0	2	3	
11180	115	1	0	0	0	0	2	4	
11180	119	1	0	0	0	0	2	5	
11180	123	1	0	0	0	0	2	6	
11180	127	1	0	0	0	0	2	7	
