11006	97	0	0	0	0	0	0	0	
11006	101	0	0	0	0	0	0	1	
11006	105	0	0	0	0	0	0	2	
11006	109	0	0	0	0	0	0	3	
11006	113	0	0	0	0	0	0	4	
11006	117	0	0	0	0	0	0	5	
11006	121	0	0	0	0	0	0	6	
11006	125	0	0	0	0	0	0	7	
11006	33	0	0	0	0	0	0	8	
11006	37	0	0	0	0	0	0	9	
11006	41	0	0	0	0	0	0	10	
11006	45	0	0	0	0	0	0	11	
11006	49	0	0	0	0	0	0	12	
11006	53	0	0	0	0	0	0	13	
11006	57	0	0	0	0	0	0	14	
11006	61	0	0	0	0	0	0	15	
11008	67	0	0	0	0	0	0	16	
11008	71	0	0	0	0	0	0	17	
11008	75	0	0	0	0	0	0	18	
11008	79	0	0	0	0	0	0	19	
11008	83	0	0	0	0	0	0	20	
11008	87	0	0	0	0	0	0	21	
11008	91	0	0	0	0	0	0	22	
11008	95	0	0	0	0	0	0	23	
11008	3	0	0	0	0	0	0	24	
11008	7	0	0	0	0	0	0	25	
11008	11	0	0	0	0	0	0	26	
11008	15	0	0	0	0	0	0	27	
11008	19	0	0	0	0	0	0	28	
11008	23	0	0	0	0	0	0	29	
11008	27	0	0	0	0	0	0	30	
11008	31	0	0	0	0	0	0	31	
11008	96	0	0	0	0	0	0	32	
11008	100	0	0	0	0	0	0	33	
11008	104	0	0	0	0	0	0	34	
11008	108	0	0	0	0	0	0	35	
11008	112	0	0	0	0	0	0	36	
11008	116	0	0	0	0	0	0	37	
11008	120	0	0	0	0	0	0	38	
11008	124	0	0	0	0	0	0	39	
11008	32	0	0	0	0	0	0	40	
11008	36	0	0	0	0	0	0	41	
11008	40	0	0	0	0	0	0	42	
11008	44	0	0	0	0	0	0	43	
11008	48	0	0	0	0	0	0	44	
11008	52	0	0	0	0	0	0	45	
11008	56	0	0	0	0	0	0	46	
11008	60	0	0	0	0	0	0	47	
11007	97	0	0	0	0	0	0	48	
11007	101	0	0	0	0	0	0	49	
11006	63	0	0	0	0	0	2	0	
11006	59	0	0	0	0	0	2	1	
11006	55	0	0	0	0	0	2	2	
11006	51	0	0	0	0	0	2	3	
11006	47	0	0	0	0	0	2	4	
11006	43	0	0	0	0	0	2	5	
11006	39	0	0	0	0	0	2	6	
11006	35	0	0	0	0	0	2	7	
11006	127	0	0	0	0	0	2	8	
11006	123	0	0	0	0	0	2	9	
11006	119	0	0	0	0	0	2	10	
11006	115	0	0	0	0	0	2	11	
11006	111	0	0	0	0	0	2	12	
11006	107	0	0	0	0	0	2	13	
11006	103	0	0	0	0	0	2	14	
11006	99	0	0	0	0	0	2	15	
11008	29	0	0	0	0	0	2	16	
11008	25	0	0	0	0	0	2	17	
11008	21	0	0	0	0	0	2	18	
11008	17	0	0	0	0	0	2	19	
11008	13	0	0	0	0	0	2	20	
11008	9	0	0	0	0	0	2	21	
11008	5	0	0	0	0	0	2	22	
11008	1	0	0	0	0	0	2	23	
11008	93	0	0	0	0	0	2	24	
11008	89	0	0	0	0	0	2	25	
11008	85	0	0	0	0	0	2	26	
11008	81	0	0	0	0	0	2	27	
11008	77	0	0	0	0	0	2	28	
11008	73	0	0	0	0	0	2	29	
11008	69	0	0	0	0	0	2	30	
11008	65	0	0	0	0	0	2	31	
11008	62	0	0	0	0	0	2	32	
11008	58	0	0	0	0	0	2	33	
11008	54	0	0	0	0	0	2	34	
11008	50	0	0	0	0	0	2	35	
11008	46	0	0	0	0	0	2	36	
11008	42	0	0	0	0	0	2	37	
11008	38	0	0	0	0	0	2	38	
11008	34	0	0	0	0	0	2	39	
11008	126	0	0	0	0	0	2	40	
11008	122	0	0	0	0	0	2	41	
11008	118	0	0	0	0	0	2	42	
11008	114	0	0	0	0	0	2	43	
11008	110	0	0	0	0	0	2	44	
11008	106	0	0	0	0	0	2	45	
11008	102	0	0	0	0	0	2	46	
11008	98	0	0	0	0	0	2	47	
11007	63	0	0	0	0	0	2	48	
11007	59	0	0	0	0	0	2	49	
11007	55	0	0	0	0	0	2	50	
11005	97	0	0	0	0	1	0	0	
11005	101	0	0	0	0	1	0	1	
