   608	1   1   1   2   32	1	0	0	0	8
   609	1   1   1   2   33	1	0	0	1	9
   610	1   1   1   2   34	1	0	0	2	10
   611	1   1   1   2   35	1	0	0	3	11
   612	1   1   1   2   36	1	0	0	4	12
   613	1   1   1   2   37	1	0	0	5	13
   614	1   1   1   2   38	1	0	0	6	14
   615	1   1   1   2   39	1	0	0	7	15
   616	1   1   1   2   40	1	1	1	0	8
   617	1   1   1   2   41	1	1	1	1	9
   618	1   1   1   2   42	1	1	1	2	10
   619	1   1   1   2   43	1	1	1	3	11
   620	1   1   1   2   44	1	1	1	4	12
   621	1   1   1   2   45	1	1	1	5	13
   622	1   1   1   2   46	1	1	1	6	14
   623	1   1   1   2   47	1	1	1	7	15
   624	1   1   1   2   48	1	2	2	0	8
   625	1   1   1   2   49	1	2	2	1	9
   626	1   1   1   2   50	1	2	2	2	10
   627	1   1   1   2   51	1	2	2	3	11
   628	1   1   1   2   52	1	2	2	4	12
   629	1   1   1   2   53	1	2	2	5	13
   630	1   1   1   2   54	1	2	2	6	14
   631	1   1   1   2   55	1	2	2	7	15
   632	1   1   1   2   56	1	3	3	0	8
   633	1   1   1   2   57	1	3	3	1	9
   634	1   1   1   2   58	1	3	3	2	10
   635	1   1   1   2   59	1	3	3	3	11
   636	1   1   1   2   60	1	3	3	4	12
   637	1   1   1   2   61	1	3	3	5	13
   638	1   1   1   2   62	1	3	3	6	14
   639	1   1   1   2   63	1	3	3	7	15
   640	1   1   1   2   64	1	4	4	0	8
   641	1   1   1   2   65	1	4	4	1	9
   642	1   1   1   2   66	1	4	4	2	10
   643	1   1   1   2   67	1	4	4	3	11
   644	1   1   1   2   68	1	4	4	4	12
   645	1   1   1   2   69	1	4	4	5	13
   646	1   1   1   2   70	1	4	4	6	14
   647	1   1   1   2   71	1	4	4	7	15
   648	1   1   1   2   72	1	5	5	0	8
   649	1   1   1   2   73	1	5	5	1	9
   650	1   1   1   2   74	1	5	5	2	10
   651	1   1   1   2   75	1	5	5	3	11
   652	1   1   1   2   76	1	5	5	4	12
   653	1   1   1   2   77	1	5	5	5	13
   654	1   1   1   2   78	1	5	5	6	14
   655	1   1   1   2   79	1	5	5	7	15
   656	1   1   1   2   80	1	6	6	0	8
   657	1   1   1   2   81	1	6	6	1	9
   658	1   1   1   2   82	1	6	6	2	10
   659	1   1   1   2   83	1	6	6	3	11
   660	1   1   1   2   84	1	6	6	4	12
   661	1   1   1   2   85	1	6	6	5	13
   662	1   1   1   2   86	1	6	6	6	14
   663	1   1   1   2   87	1	6	6	7	15
   664	1   1   1   2   88	1	7	7	0	8
   665	1   1   1   2   89	1	7	7	1	9
   666	1   1   1   2   90	1	7	7	2	10
   667	1   1   1   2   91	1	7	7	3	11
   668	1   1   1   2   92	1	7	7	4	12
   669	1   1   1   2   93	1	7	7	5	13
   670	1   1   1   2   94	1	7	7	6	14
   671	1   1   1   2   95	1	7	7	7	15
   672	1   1   1   3   0	2	12	12	0	8
   673	1   1   1   3   1	2	12	12	1	9
   674	1   1   1   3   2	2	12	12	2	10
   675	1   1   1   3   3	2	12	12	3	11
   676	1   1   1   3   4	2	12	12	4	12
   677	1   1   1   3   5	2	12	12	5	13
   678	1   1   1   3   6	2	12	12	6	14
   679	1   1   1   3   7	2	12	12	7	15
   680	1   1   1   3   8	2	13	13	0	8
   681	1   1   1   3   9	2	13	13	1	9
   682	1   1   1   3   10	2	13	13	2	10
   683	1   1   1   3   11	2	13	13	3	11
   684	1   1   1   3   12	2	13	13	4	12
   685	1   1   1   3   13	2	13	13	5	13
   686	1   1   1   3   14	2	13	13	6	14
   687	1   1   1   3   15	2	13	13	7	15
   688	1   1   1   3   16	2	14	14	0	8
   689	1   1   1   3   17	2	14	14	1	9
   690	1   1   1   3   18	2	14	14	2	10
   691	1   1   1   3   19	2	14	14	3	11
   692	1   1   1   3   20	2	14	14	4	12
   693	1   1   1   3   21	2	14	14	5	13
   694	1   1   1   3   22	2	14	14	6	14
   695	1   1   1   3   23	2	14	14	7	15
   696	1   1   1   3   24	2	15	15	0	8
   697	1   1   1   3   25	2	15	15	1	9
   698	1   1   1   3   26	2	15	15	2	10
   699	1   1   1   3   27	2	15	15	3	11
   700	1   1   1   3   28	2	15	15	4	12
   701	1   1   1   3   29	2	15	15	5	13
   702	1   1   1   3   30	2	15	15	6	14
   703	1   1   1   3   31	2	15	15	7	15
   704	1   1   1   3   32	1	8	8	0	8
   705	1   1   1   3   33	1	8	8	1	9
   706	1   1   1   3   34	1	8	8	2	10
   707	1   1   1   3   35	1	8	8	3	11
   708	1   1   1   3   36	1	8	8	4	12
   709	1   1   1   3   37	1	8	8	5	13
   710	1   1   1   3   38	1	8	8	6	14
   711	1   1   1   3   39	1	8	8	7	15
   712	1   1   1   3   40	1	9	9	0	8
   713	1   1   1   3   41	1	9	9	1	9
   714	1   1   1   3   42	1	9	9	2	10
   715	1   1   1   3   43	1	9	9	3	11
   716	1   1   1   3   44	1	9	9	4	12
   717	1   1   1   3   45	1	9	9	5	13
   718	1   1   1   3   46	1	9	9	6	14
   719	1   1   1   3   47	1	9	9	7	15
   720	1   1   1   3   48	1	10	10	0	8
   721	1   1   1   3   49	1	10	10	1	9
   722	1   1   1   3   50	1	10	10	2	10
   723	1   1   1   3   51	1	10	10	3	11
   724	1   1   1   3   52	1	10	10	4	12
   725	1   1   1   3   53	1	10	10	5	13
   726	1   1   1   3   54	1	10	10	6	14
   727	1   1   1   3   55	1	10	10	7	15
   728	1   1   1   3   56	1	11	11	0	8
   729	1   1   1   3   57	1	11	11	1	9
   730	1   1   1   3   58	1	11	11	2	10
   731	1   1   1   3   59	1	11	11	3	11
   732	1   1   1   3   60	1	11	11	4	12
   733	1   1   1   3   61	1	11	11	5	13
   734	1   1   1   3   62	1	11	11	6	14
   735	1   1   1   3   63	1	11	11	7	15
   736	1   1   1   3   64	1	12	12	0	8
   737	1   1   1   3   65	1	12	12	1	9
   738	1   1   1   3   66	1	12	12	2	10
   739	1   1   1   3   67	1	12	12	3	11
   740	1   1   1   3   68	1	12	12	4	12
   741	1   1   1   3   69	1	12	12	5	13
   742	1   1   1   3   70	1	12	12	6	14
   743	1   1   1   3   71	1	12	12	7	15
   744	1   1   1   3   72	1	13	13	0	8
   745	1   1   1   3   73	1	13	13	1	9
   746	1   1   1   3   74	1	13	13	2	10
   747	1   1   1   3   75	1	13	13	3	11
   748	1   1   1   3   76	1	13	13	4	12
   749	1   1   1   3   77	1	13	13	5	13
   750	1   1   1   3   78	1	13	13	6	14
   751	1   1   1   3   79	1	13	13	7	15
   752	1   1   1   3   80	1	14	14	0	8
   753	1   1   1   3   81	1	14	14	1	9
   754	1   1   1   3   82	1	14	14	2	10
   755	1   1   1   3   83	1	14	14	3	11
   756	1   1   1   3   84	1	14	14	4	12
   757	1   1   1   3   85	1	14	14	5	13
   758	1   1   1   3   86	1	14	14	6	14
   759	1   1   1   3   87	1	14	14	7	15
   760	1   1   1   3   88	1	15	15	0	8
   761	1   1   1   3   89	1	15	15	1	9
   762	1   1   1   3   90	1	15	15	2	10
   763	1   1   1   3   91	1	15	15	3	11
   764	1   1   1   3   92	1	15	15	4	12
   765	1   1   1   3   93	1	15	15	5	13
   766	1   1   1   3   94	1	15	15	6	14
   767	1   1   1   3   95	1	15	15	7	15
   768	1   0   0   0   0	7	0	0	0	8
   769	1   0   0   0   1	7	0	0	1	9
   770	1   0   0   0   2	7	0	0	2	10
   771	1   0   0   0   3	7	0	0	3	11
   772	1   0   0   0   4	7	0	0	4	12
   773	1   0   0   0   5	7	0	0	5	13
   774	1   0   0   0   6	7	0	0	6	14
   775	1   0   0   0   7	7	0	0	7	15
   776	1   0   0   0   8	7	1	1	0	8
   777	1   0   0   0   9	7	1	1	1	9
   778	1   0   0   0   10	7	1	1	2	10
   779	1   0   0   0   11	7	1	1	3	11
   780	1   0   0   0   12	7	1	1	4	12
   781	1   0   0   0   13	7	1	1	5	13
   782	1   0   0   0   14	7	1	1	6	14
   783	1   0   0   0   15	7	1	1	7	15
   784	1   0   0   0   16	7	2	2	0	8
   785	1   0   0   0   17	7	2	2	1	9
   786	1   0   0   0   18	7	2	2	2	10
   787	1   0   0   0   19	7	2	2	3	11
   788	1   0   0   0   20	7	2	2	4	12
   789	1   0   0   0   21	7	2	2	5	13
   790	1   0   0   0   22	7	2	2	6	14
   791	1   0   0   0   23	7	2	2	7	15
   792	1   0   0   0   24	7	3	3	0	8
   793	1   0   0   0   25	7	3	3	1	9
   794	1   0   0   0   26	7	3	3	2	10
   795	1   0   0   0   27	7	3	3	3	11
   796	1   0   0   0   28	7	3	3	4	12
   797	1   0   0   0   29	7	3	3	5	13
   798	1   0   0   0   30	7	3	3	6	14
   799	1   0   0   0   31	7	3	3	7	15
   800	1   0   0   0   32	7	4	4	0	8
   801	1   0   0   0   33	7	4	4	1	9
   802	1   0   0   0   34	7	4	4	2	10
   803	1   0   0   0   35	7	4	4	3	11
   804	1   0   0   0   36	7	4	4	4	12
   805	1   0   0   0   37	7	4	4	5	13
   806	1   0   0   0   38	7	4	4	6	14
   807	1   0   0   0   39	7	4	4	7	15
   808	1   0   0   0   40	7	5	5	0	8
   809	1   0   0   0   41	7	5	5	1	9
   810	1   0   0   0   42	7	5	5	2	10
   811	1   0   0   0   43	7	5	5	3	11
   812	1   0   0   0   44	7	5	5	4	12
   813	1   0   0   0   45	7	5	5	5	13
   814	1   0   0   0   46	7	5	5	6	14
   815	1   0   0   0   47	7	5	5	7	15
   816	1   0   0   0   48	7	6	6	0	8
   817	1   0   0   0   49	7	6	6	1	9
   818	1   0   0   0   50	7	6	6	2	10
   819	1   0   0   0   51	7	6	6	3	11
   820	1   0   0   0   52	7	6	6	4	12
   821	1   0   0   0   53	7	6	6	5	13
   822	1   0   0   0   54	7	6	6	6	14
   823	1   0   0   0   55	7	6	6	7	15
   824	1   0   0   0   56	7	7	7	0	8
   825	1   0   0   0   57	7	7	7	1	9
   826	1   0   0   0   58	7	7	7	2	10
   827	1   0   0   0   59	7	7	7	3	11
   828	1   0   0   0   60	7	7	7	4	12
   829	1   0   0   0   61	7	7	7	5	13
   830	1   0   0   0   62	7	7	7	6	14
   831	1   0   0   0   63	7	7	7	7	15
   832	1   0   0   0   64	7	8	8	0	8
   833	1   0   0   0   65	7	8	8	1	9
   834	1   0   0   0   66	7	8	8	2	10
   835	1   0   0   0   67	7	8	8	3	11
   836	1   0   0   0   68	7	8	8	4	12
   837	1   0   0   0   69	7	8	8	5	13
   838	1   0   0   0   70	7	8	8	6	14
   839	1   0   0   0   71	7	8	8	7	15
   840	1   0   0   0   72	7	9	9	0	8
   841	1   0   0   0   73	7	9	9	1	9
   842	1   0   0   0   74	7	9	9	2	10
   843	1   0   0   0   75	7	9	9	3	11
   844	1   0   0   0   76	7	9	9	4	12
   845	1   0   0   0   77	7	9	9	5	13
   846	1   0   0   0   78	7	9	9	6	14
   847	1   0   0   0   79	7	9	9	7	15
   848	1   0   0   0   80	7	10	10	0	8
   849	1   0   0   0   81	7	10	10	1	9
   850	1   0   0   0   82	7	10	10	2	10
   851	1   0   0   0   83	7	10	10	3	11
   852	1   0   0   0   84	7	10	10	4	12
   853	1   0   0   0   85	7	10	10	5	13
   854	1   0   0   0   86	7	10	10	6	14
   855	1   0   0   0   87	7	10	10	7	15
   856	1   0   0   0   88	7	11	11	0	8
   857	1   0   0   0   89	7	11	11	1	9
   858	1   0   0   0   90	7	11	11	2	10
   859	1   0   0   0   91	7	11	11	3	11
   860	1   0   0   0   92	7	11	11	4	12
   861	1   0   0   0   93	7	11	11	5	13
   862	1   0   0   0   94	7	11	11	6	14
   863	1   0   0   0   95	7	11	11	7	15
   864	1   0   1   0   0	3	0	0	0	8
   865	1   0   1   0   1	3	0	0	1	9
   866	1   0   1   0   2	3	0	0	2	10
   867	1   0   1   0   3	3	0	0	3	11
   868	1   0   1   0   4	3	0	0	4	12
   869	1   0   1   0   5	3	0	0	5	13
   870	1   0   1   0   6	3	0	0	6	14
   871	1   0   1   0   7	3	0	0	7	15
   872	1   0   1   0   8	3	1	1	0	8
   873	1   0   1   0   9	3	1	1	1	9
   874	1   0   1   0   10	3	1	1	2	10
   875	1   0   1   0   11	3	1	1	3	11
   876	1   0   1   0   12	3	1	1	4	12
   877	1   0   1   0   13	3	1	1	5	13
   878	1   0   1   0   14	3	1	1	6	14
   879	1   0   1   0   15	3	1	1	7	15
   880	1   0   1   0   16	3	2	2	0	8
   881	1   0   1   0   17	3	2	2	1	9
   882	1   0   1   0   18	3	2	2	2	10
   883	1   0   1   0   19	3	2	2	3	11
   884	1   0   1   0   20	3	2	2	4	12
   885	1   0   1   0   21	3	2	2	5	13
   886	1   0   1   0   22	3	2	2	6	14
   887	1   0   1   0   23	3	2	2	7	15
   888	1   0   1   0   24	3	3	3	0	8
   889	1   0   1   0   25	3	3	3	1	9
   890	1   0   1   0   26	3	3	3	2	10
   891	1   0   1   0   27	3	3	3	3	11
   892	1   0   1   0   28	3	3	3	4	12
   893	1   0   1   0   29	3	3	3	5	13
   894	1   0   1   0   30	3	3	3	6	14
   895	1   0   1   0   31	3	3	3	7	15
   896	1   0   1   0   32	3	4	4	0	8
   897	1   0   1   0   33	3	4	4	1	9
   898	1   0   1   0   34	3	4	4	2	10
   899	1   0   1   0   35	3	4	4	3	11
   900	1   0   1   0   36	3	4	4	4	12
   901	1   0   1   0   37	3	4	4	5	13
   902	1   0   1   0   38	3	4	4	6	14
   903	1   0   1   0   39	3	4	4	7	15
   904	1   0   1   0   40	3	5	5	0	8
   905	1   0   1   0   41	3	5	5	1	9
   906	1   0   1   0   42	3	5	5	2	10
   907	1   0   1   0   43	3	5	5	3	11
   908	1   0   1   0   44	3	5	5	4	12
   909	1   0   1   0   45	3	5	5	5	13
   910	1   0   1   0   46	3	5	5	6	14
   911	1   0   1   0   47	3	5	5	7	15
   912	1   0   1   0   48	3	6	6	0	8
   913	1   0   1   0   49	3	6	6	1	9
   914	1   0   1   0   50	3	6	6	2	10
   915	1   0   1   0   51	3	6	6	3	11
   916	1   0   1   0   52	3	6	6	4	12
   917	1   0   1   0   53	3	6	6	5	13
   918	1   0   1   0   54	3	6	6	6	14
   919	1   0   1   0   55	3	6	6	7	15
   920	1   0   1   0   56	3	7	7	0	8
   921	1   0   1   0   57	3	7	7	1	9
   922	1   0   1   0   58	3	7	7	2	10
   923	1   0   1   0   59	3	7	7	3	11
   924	1   0   1   0   60	3	7	7	4	12
   925	1   0   1   0   61	3	7	7	5	13
   926	1   0   1   0   62	3	7	7	6	14
   927	1   0   1   0   63	3	7	7	7	15
   928	1   0   1   0   64	3	8	8	0	8
   929	1   0   1   0   65	3	8	8	1	9
   930	1   0   1   0   66	3	8	8	2	10
   931	1   0   1   0   67	3	8	8	3	11
   932	1   0   1   0   68	3	8	8	4	12
   933	1   0   1   0   69	3	8	8	5	13
   934	1   0   1   0   70	3	8	8	6	14
   935	1   0   1   0   71	3	8	8	7	15
   936	1   0   1   0   72	3	9	9	0	8
   937	1   0   1   0   73	3	9	9	1	9
   938	1   0   1   0   74	3	9	9	2	10
   939	1   0   1   0   75	3	9	9	3	11
   940	1   0   1   0   76	3	9	9	4	12
   941	1   0   1   0   77	3	9	9	5	13
   942	1   0   1   0   78	3	9	9	6	14
   943	1   0   1   0   79	3	9	9	7	15
   944	1   0   1   0   80	3	10	10	0	8
   945	1   0   1   0   81	3	10	10	1	9
   946	1   0   1   0   82	3	10	10	2	10
   947	1   0   1   0   83	3	10	10	3	11
   948	1   0   1   0   84	3	10	10	4	12
   949	1   0   1   0   85	3	10	10	5	13
   950	1   0   1   0   86	3	10	10	6	14
   951	1   0   1   0   87	3	10	10	7	15
   952	1   0   1   0   88	3	11	11	0	8
   953	1   0   1   0   89	3	11	11	1	9
   954	1   0   1   0   90	3	11	11	2	10
   955	1   0   1   0   91	3	11	11	3	11
   956	1   0   1   0   92	3	11	11	4	12
   957	1   0   1   0   93	3	11	11	5	13
   958	1   0   1   0   94	3	11	11	6	14
   959	1   0   1   0   95	3	11	11	7	15
