   0		-0.6		12		-0.6		12
   1		-0.6		12		-0.6		12
   2		-0.6		12		-0.6		12
   3		-0.6		12		-0.6		12
   4		-0.6		12		-0.6		12
   5		-0.6		12		-0.6		12
   6		-0.613001		13.6389		-0.539407		9.17768
   7		-0.788998		17.7645		-0.733175		11.6466
   8		-0.740439		13.9393		-0.529328		9.87596
   9		-0.194434		3.49751		-0.499198		9.14883
   10		-1.03398		28.5534		-0.730386		15.7252
   11		-0.824241		16.2256		-0.702612		13.6725
   12		-0.743072		17.6057		-0.680164		11.1189
   13		-0.552224		13.2723		-0.696286		13.752
   14		-0.671429		17.1227		-0.799508		14.5235
   15		-0.54388		10.2341		-0.707578		11.5007
   16		-0.6		12		-0.6		12
   17		-0.6		12		-0.6		12
   18		-0.6		12		-0.6		12
   19		-0.6		12		-0.6		12
   20		-0.6		12		-0.6		12
   21		-0.636181		10.4891		-0.731353		11.803
   22		-0.756984		10.9425		-0.72098		12.8222
   23		-0.687124		12.0874		-0.527669		9.60261
   24		-0.471835		8.74784		-0.82498		14.4376
   25		-0.523965		9.56971		-0.469466		8.5298
   26		-0.604836		9.0909		-0.636836		12.275
   27		-0.542204		9.14319		-0.614299		12.5926
   28		-0.748106		12.837		-0.730657		16.455
   29		-0.742239		11.4742		-0.588325		12.4749
   30		-0.643968		10.1209		-0.678115		13.0225
   31		-0.728902		13.8134		-0.685724		15.0876
   32		-0.6		12		-0.6		12
   33		-0.6		12		-0.6		12
   34		-0.6		12		-0.6		12
   35		-0.446879		6.91929		-0.660096		10.2159
   36		-0.741046		11.8078		-0.649511		10.5223
   37		-0.529368		8.33843		-0.617242		9.23428
   38		-0.643012		11.6499		-0.761057		14.5377
   39		-0.471909		6.08279		-0.494386		6.9806
   40		-0.383908		7.47915		-0.614947		8.69798
   41		-0.589296		11.3939		-0.612087		12.5772
   42		-0.512815		8.41185		-0.590449		9.89524
   43		-0.68278		10.1985		-0.667296		10.7074
   44		-0.291002		4.66508		-0.332541		5.48125
   45		-0.712656		11.6334		-0.694546		12.0309
   46		-0.502052		8.42565		-0.490381		9.65116
   47		-0.669368		13.6809		-0.634186		12.3649
   48		-0.6		12		-0.6		12
   49		-0.6		12		-0.6		12
   50		-0.6		12		-0.6		12
   51		-0.6		12		-0.6		12
   52		-0.496222		6.28161		-0.436146		7.18083
   53		-0.401849		6.50747		-0.633359		10.9227
   54		-0.549126		11.0433		-0.541843		9.51639
   55		-0.562934		7.81358		-0.579049		10.8202
   56		-0.539964		8.79572		-0.599746		8.03418
   57		-0.56656		10.952		-0.576724		11.0197
   58		-0.53158		7.11866		-0.50387		8.60967
   59		-0.502936		8.37008		-0.638771		11.8489
   60		-0.675216		10.819		-0.683686		12.0426
   61		-0.690676		12.0172		-0.588575		11.9984
   62		-0.57628		8.73244		-0.481945		7.8055
