   0	14.8
   1	14.8
   2	14.8
   3	14.8
   4	14.8
   5	14.1032
   6	14.9815
   7	15.0024
   8	16.1739
   9	15.0964
   10	14.611
   11	14.9695
   12	14.3162
   13	15.5818
   14	16.0122
   15	14.9614
   16	14.8
   17	14.8
   18	14.8
   19	14.8
   20	14.8
   21	14.0474
   22	15.2155
   23	14.4971
   24	14.8821
   25	15.2541
   26	15.4742
   27	14.2088
   28	14.8533
   29	15.0635
   30	14.4289
   31	15.2128
   32	14.8
   33	14.8
   34	14.8
   35	15.0697
   36	15.1241
   37	14.9935
   38	14.8913
   39	15.3713
   40	15.4112
   41	15.7667
   42	15.2371
   43	15.1014
   44	15.2213
   45	15.8017
   46	15.0752
   47	15.5341
   48	14.8
   49	14.8
   50	14.8
   51	14.8
   52	14.9098
   53	14.7692
   54	15.0514
   55	14.8295
   56	15.0755
   57	15.0949
   58	14.394
   59	15.2835
   60	14.9469
   61	14.8878
   62	14.5962
   63	15.0553
   64	14.8
   65	14.8
   66	14.3597
   67	14.4714
   68	14.594
   69	14.1741
   70	14.2545
   71	13.8907
   72	14.3932
   73	14.4905
   74	14.2041
   75	14.144
   76	14.2134
   77	14.2033
   78	14.5107
   79	14.2733
   80	14.8
   81	14.8
   82	14.8
   83	14.0587
   84	15.1674
   85	14.8
   86	14.6243
   87	14.1268
   88	14.6625
   89	14.3241
   90	14.8475
   91	14.6824
   92	14.8635
   93	15.1186
   94	14.6762
   95	14.2233
   96	15.5664
   97	15.0662
   98	14.7564
   99	15.454
   100	16.0087
   101	14.8164
   102	15.0632
   103	15.6992
   104	16.3511
   105	16.2917
   106	15.5439
   107	14.7066
   108	15.9248
   109	16.2028
   110	16.039
   111	15.2252
   112	15.1884
   113	15.2566
   114	14.9123
   115	15.2296
   116	14.7759
   117	14.8921
   118	14.9748
   119	14.5664
   120	14.8041
   121	15.0228
   122	15.151
   123	14.8809
   124	14.9023
   125	14.8035
   126	15.0138
   127	15.1618
   128	15.1067
   129	15.4795
   130	14.9502
   131	15.4496
   132	14.8447
   133	15.3532
   134	15.0225
   135	15.1515
   136	15.1308
   137	15.2649
   138	15.1095
   139	15.0701
   140	15.1161
   141	15.207
   142	14.8
   143	15.447
   144	15.1921
   145	14.8269
   146	15.172
   147	14.9647
   148	15.3107
   149	15.2188
   150	15.2684
   151	14.8168
   152	14.7348
   153	15.0273
   154	15.1244
   155	15.0778
   156	15.2347
   157	15.1058
   158	15.1457
   159	15.2206
   160	14.7446
   161	14.6543
   162	14.5239
   163	14.7624
   164	14.8024
   165	14.5405
   166	14.7205
   167	14.8998
   168	14.9593
   169	15.0647
   170	14.8335
   171	14.8904
   172	14.8433
   173	14.8818
   174	14.8613
   175	14.7028
   176	14.6799
   177	15.0473
   178	14.541
   179	14.6386
   180	15.3538
   181	14.4687
   182	14.6724
   183	14.416
   184	15.1398
   185	14.9346
   186	14.2381
   187	15.5666
   188	14.8558
   189	14.6552
   190	15.3078
   191	14.7611
   192	15.3127
   193	14.8996
   194	15.3653
   195	14.6819
   196	15.8892
   197	15.7176
   198	15.2265
   199	15.4457
   200	16.0786
   201	14.8894
   202	15.6584
   203	14.742
   204	16.3355
   205	15.7848
   206	16.0373
   207	15.6118
   208	14.8584
   209	14.9961
   210	14.8697
   211	15.2163
   212	14.7339
   213	14.5026
   214	14.8
   215	14.3787
   216	14.8144
   217	14.9385
   218	14.5328
   219	14.5801
   220	14.7039
   221	14.8523
   222	15.1559
   223	14.9093
   224	14.8425
   225	15.0696
   226	15.5501
   227	14.9789
   228	15.1888
   229	14.8792
   230	15.0655
   231	14.9327
   232	15.1678
   233	15.3273
   234	14.7963
   235	15.116
   236	15.0579
   237	14.9793
   238	15.1625
   239	15.157
   240	14.6145
   241	14.5912
   242	14.9422
   243	14.8266
   244	14.9151
   245	15.1084
   246	14.9732
   247	14.7395
   248	14.7181
   249	14.6746
   250	14.6094
   251	15.0208
   252	15.0606
   253	15.0016
   254	14.9617
   255	14.8521
   256	14.7512
   257	14.8228
   258	14.6804
   259	14.9075
   260	14.8446
   261	14.7197
   262	14.8429
   263	14.7801
   264	14.9611
