   0	24.9356
   1	21.1698
   2	23.9784
   3	23.3613
   4	26.0384
   5	23.8931
   6	23.6553
   7	23.1568
   8	22.0933
   9	21.4824
   10	19.8985
   11	21.1059
   12	25.1067
   13	23.5632
   14	23.7449
   15	25.3885
   16	23.0519
   17	21.758
   18	24.3152
   19	21.3516
   20	24.1814
   21	21.5723
   22	23.8766
   23	23.3242
   24	22.4567
   25	22.8041
   26	22.5481
   27	24.1103
   28	21.0402
   29	23.5124
   30	22.4425
   31	22.8623
   32	23.2938
   33	22.4866
   34	24.7265
   35	25.1093
   36	22.9755
   37	25.197
   38	23.7038
   39	24.6423
   40	20.2224
   41	21.7673
   42	19.675
   43	23.301
   44	21.4375
   45	20.7845
   46	20.6079
   47	21.4888
   48	26.8712
   49	18.6124
   50	17.6294
   51	20.2758
   52	20.1893
   53	23.0468
   54	20.0871
   55	19.6054
   56	19.1904
   57	22.1797
   58	19.2373
   59	19.9691
   60	16.8789
   61	15.6698
   62	18.6303
   63	18.2447
   64	17.0823
   65	18.6342
   66	17.4962
   67	17.0497
   68	17.6244
   69	15.0673
   70	16.7453
   71	17.8223
   72	15.8205
   73	14.947
   74	15.4025
   75	15.613
   76	15.8637
   77	14.7951
   78	13.7443
   79	14.4832
   80	19.3386
   81	19.5417
   82	17.9408
   83	18.798
   84	14.984
   85	25.0162
   86	12.2412
   87	13.1226
   88	15.8569
   89	14.2615
   90	15.6693
   91	16.4043
   92	16.6108
   93	15.1346
   94	16.0125
   95	16.4123
   96	22.7753
   97	27.1831
   98	23.7122
   99	24.8311
   100	22.1771
   101	24.1385
   102	22.7036
   103	23.4568
   104	24.0959
   105	25.6531
   106	23.9995
   107	26.8166
   108	27.6637
   109	28.0393
   110	28.8723
   111	27.0095
   112	27.1396
   113	27.5079
   114	26.4152
   115	27.5444
   116	26.2004
   117	24.2817
   118	25.8313
   119	24.5104
   120	26.1984
   121	23.377
   122	23.2456
   123	24.1514
   124	26.2504
   125	23.6945
   126	25.7135
   127	26.417
   128	21.2253
   129	21.8403
   130	23.0979
   131	24.5724
   132	23.9149
   133	22.0557
   134	25.6735
   135	22.1731
   136	24.9816
   137	22.7236
   138	26.4866
   139	24.863
   140	22.1207
   141	23.6692
   142	31.1112
   143	22.4701
   144	18.163
   145	15.4458
   146	15.8473
   147	16.7468
   148	19.716
