   5   2   9	0.0273847
   5   2   2	0.0272297
   5   2   10	0.0274582
   5   2   3	0.028512
   5   2   11	0.0276537
   5   2   4	0.0285539
   5   2   12	0.027955
   5   2   5	0.0294448
   5   2   13	0.0286252
   5   2   6	0.0287579
   5   2   14	0.0284826
   5   2   7	0.0282698
   5   2   15	0.0282617
   5   3   0	0.0278249
   5   3   8	0.0289687
   5   3   1	0.0284565
   5   3   9	0.0298392
   5   3   2	0.0279485
   5   3   10	0.0285532
   5   3   3	0.0278854
   5   3   11	0.0288027
   5   3   4	0.0277453
   5   3   12	0.027693
   5   3   5	0.0270713
   5   3   13	0.0273869
   5   3   6	0.0279462
   5   3   14	0.0278752
   5   3   7	0.0271791
   5   3   15	0.0282076
   5   4   0	0.0286678
   5   4   8	0.0272315
   5   4   1	0.0293952
   5   4   9	0.0273678
   5   4   2	0.0282188
   5   4   10	0.0280442
   5   4   3	0.0287407
   5   4   11	0.0272357
   5   4   4	0.0286117
   5   4   12	0.0281896
   5   4   5	0.0277176
   5   4   13	0.0277777
   5   4   6	0.0276472
   5   4   14	0.0285136
   5   4   7	0.0283291
   5   4   15	0.0283907
   5   5   0	0.0277284
   5   5   8	0.0270449
   5   5   1	0.0269193
   5   5   9	0.0274621
   5   5   2	0.0274295
   5   5   10	0.0275244
   5   5   3	0.0272761
   5   5   11	0.0275852
   5   5   4	0.0274976
   5   5   12	0.0277106
   5   5   5	0.0274078
   5   5   13	0.0272922
   5   5   6	0.027225
   5   5   14	0.0271617
   5   5   7	0.0267423
   5   5   15	0.0277387
   5   6   0	0.0284729
   5   6   8	0.0287326
   5   6   1	0.0287603
   5   6   9	0.0288501
   5   6   2	0.0287417
   5   6   10	0.0279454
   5   6   3	0.0284414
   5   6   11	0.028852
   5   6   4	0.0280741
   5   6   12	0.0273493
   5   6   5	0.0278234
   5   6   13	0.0273658
   5   6   6	0.0273472
   5   6   14	0.0270632
   5   6   7	0.028209
   5   6   15	0.0270897
   5   7   0	0.028281
   5   7   8	0.0274399
   5   7   1	0.0278176
   5   7   9	0.0272143
   5   7   2	0.028293
   5   7   10	0.0273964
   5   7   3	0.0279143
   5   7   11	0.028079
   5   7   4	0.0282335
   5   7   12	0.0278496
   5   7   5	0.0280065
   5   7   13	0.0272556
   5   7   6	0.0278239
   5   7   14	0.0277014
   5   7   7	0.0280731
   5   7   15	0.02755
   6   4   0	0.0272594
   6   4   8	0.0271593
   6   4   1	0.0288069
   6   4   9	0.0279057
   6   4   2	0.0277265
   6   4   10	0.0273437
   6   4   3	0.0278189
   6   4   11	0.0276023
   6   4   4	0.0264339
   6   4   12	0.0274706
   6   4   5	0.0270337
   6   4   13	0.0276161
   6   4   6	0.0274996
   6   4   14	0.0269402
   6   4   7	0.0279435
   6   4   15	0.0270812
   6   5   0	0.027869
   6   5   8	0.0278766
   6   5   1	0.0279317
   6   5   9	0.0282735
   6   5   2	0.0273348
   6   5   10	0.0279615
   6   5   3	0.028595
   6   5   11	0.0280747
   6   5   4	0.029186
   6   5   12	0.0279964
   6   5   5	0.0293466
   6   5   13	0.0276716
   6   5   6	0.0292417
   6   5   14	0.0283991
   6   5   7	0.0284927
   6   5   15	0.0276879
   6   6   0	0.0281441
   6   6   8	0.0280024
   6   6   1	0.0278198
   6   6   9	0.0285808
   6   6   2	0.0280973
   6   6   10	0.0277983
   6   6   3	0.0281554
   6   6   11	0.0284099
   6   6   4	0.0284914
   6   6   12	0.0278799
   6   6   5	0.02752
   6   6   13	0.0279814
   6   6   6	0.0281519
   6   6   14	0.0281171
   6   6   7	0.027831
   6   6   15	0.0276154
   6   7   0	0.028163
   6   7   8	0.0277443
   6   7   1	0.0272279
   6   7   9	0.0273986
   6   7   2	0.027538
   6   7   10	0.0269564
   6   7   3	0.0281188
   6   7   11	0.0266834
   6   7   4	0.0287444
   6   7   12	0.0274806
   6   7   5	0.0282595
   6   7   13	0.0269101
   6   7   6	0.0285011
   6   7   14	0.0274171
   6   7   7	0.0289161
   6   7   15	0.0272656
   5   8   0	0.0273587
   5   8   8	0.0278349
   5   8   1	0.0274875
   5   8   9	0.0278419
   5   8   2	0.028162
   5   8   10	0.0276966
   5   8   3	0.0280103
   5   8   11	0.028618
   5   8   4	0.0279099
   5   8   12	0.0284145
   5   8   5	0.0282548
   5   8   13	0.0275511
   5   8   6	0.0286074
   5   8   14	0.0289337
   5   8   7	0.028184
   5   8   15	0.0276109
   5   9   0	0.0287231
   5   9   8	0.0286851
   5   9   1	0.0286844
   5   9   9	0.0275134
   5   9   2	0.0288319
   5   9   10	0.0286801
   5   9   3	0.0285411
   5   9   11	0.0285239
   5   9   4	0.0282424
   5   9   12	0.0270215
   5   9   5	0.0286326
   5   9   13	0.027379
   5   9   6	0.0273585
   5   9   14	0.0264959
   5   9   7	0.0277973
   5   9   15	0.0273435
   5   10   0	0.0276072
   5   10   8	0.0272004
   5   10   1	0.0273974
   5   10   9	0.0258989
   5   10   2	0.0271429
   5   10   10	0.0265513
   5   10   3	0.0276857
   5   10   11	0.0263815
   5   10   4	0.0269926
   5   10   12	0.0286861
   5   10   5	0.0271027
   5   10   13	0.0276076
   5   10   6	0.0263527
   5   10   14	0.028094
   5   10   7	0.0267127
   5   10   15	0.0279483
   5   11   0	0.0285027
   5   11   8	0.0283479
   5   11   1	0.028315
   5   11   9	0.0277439
   5   11   2	0.0276322
   5   11   10	0.0269597
   5   11   3	0.027771
   5   11   11	0.0276187
   5   11   4	0.0274278
   5   11   12	0.0285334
   5   11   5	0.0272227
   5   11   13	0.0276242
   5   11   6	0.0275225
   5   11   14	0.0276706
   5   11   7	0.0276529
   5   11   15	0.0277985
   5   12   0	0.0289937
   5   12   8	0.0286442
   5   12   1	0.0284555
   5   12   9	0.0297068
   5   12   2	0.0274728
   5   12   10	0.029015
   5   12   3	0.0274093
   5   12   11	0.0291576
   5   12   4	0.0286761
   5   12   12	0.0292529
   5   12   5	0.0283302
   5   12   13	0.0286434
   5   12   6	0.027837
   5   12   14	0.0279786
   5   12   7	0.028194
   5   12   15	0.0287156
   5   13   0	0.0278009
   5   13   8	0.0280537
   5   13   1	0.0277673
   5   13   9	0.0276321
   5   13   2	0.0280581
   5   13   10	0.0266872
   5   13   3	0.0289541
   5   13   11	0.0274764
   5   13   4	0.0273372
   5   13   12	0.0277717
   5   13   5	0.0272108
   5   13   13	0.0280194
   5   13   6	0.0283964
   5   13   14	0.0280521
   5   13   7	0.0279484
   5   13   15	0.0274144
   5   14   0	0.0276482
   5   14   8	0.0280615
   5   14   1	0.0276421
   5   14   9	0.0280574
   5   14   2	0.0280194
   5   14   10	0.0280464
   5   14   3	0.0272062
   5   14   11	0.0277723
   5   14   4	0.0276572
   5   14   12	0.0279209
   5   14   5	0.0276731
   5   14   13	0.0271875
   5   14   6	0.0273838
   5   14   14	0.0281889
   5   14   7	0.0282024
   5   14   15	0.0278455
   5   15   0	0.0286417
   5   15   8	0.0267842
   5   15   1	0.0291281
   5   15   9	0.0279624
   5   15   2	0.0273226
   5   15   10	0.027915
   5   15   3	0.0282369
   5   15   11	0.0275629
   5   15   4	0.0273816
   5   15   12	0.0275309
   5   15   5	0.0269498
   5   15   13	0.0271961
   5   15   6	0.0271167
   5   15   14	0.0276428
   5   15   7	0.0276175
   5   15   15	0.0281465
   6   8   0	0.0285381
   6   8   8	0.0284599
   6   8   1	0.0286611
   6   8   9	0.0288602
   6   8   2	0.0284339
   6   8   10	0.0283207
   6   8   3	0.0278951
   6   8   11	0.0285252
   6   8   4	0.025741
   6   8   12	0.0279093
   6   8   5	0.0265228
   6   8   13	0.0277014
   6   8   6	0.0261888
   6   8   14	0.0288121
   6   8   7	0.0263845
   6   8   15	0.028427
   6   9   0	0.0272012
   6   9   8	0.0284025
   6   9   1	0.0277687
   6   9   9	0.0277543
   6   9   2	0.0264678
   6   9   10	0.0275702
   6   9   3	0.0268412
   6   9   11	0.027538
   6   9   4	0.0283472
   6   9   12	0.0292758
   6   9   5	0.0278412
   6   9   13	0.028311
   6   9   6	0.027914
   6   9   14	0.0272901
   6   9   7	0.0271721
   6   9   15	0.0273151
   6   10   0	0.0279204
   6   10   8	0.0269809
   6   10   1	0.0275837
   6   10   9	0.0277483
   6   10   2	0.0274481
   6   10   10	0.0270036
   6   10   3	0.0269487
   6   10   11	0.026902
   6   10   4	0.0271096
   6   10   12	0.0282195
   6   10   5	0.0275093
   6   10   13	0.0281855
   6   10   6	0.0270639
   6   10   14	0.0281912
   6   10   7	0.027413
   6   10   15	0.0280259
   6   11   0	0.0281964
   6   11   8	0.0277932
   6   11   1	0.0288413
   6   11   9	0.0288726
   6   11   2	0.0277851
   6   11   10	0.0281615
   6   11   3	0.0271146
   6   11   11	0.0280004
   6   11   4	0.0275298
   6   11   12	0.0285325
   6   11   5	0.0267968
   6   11   13	0.0286858
   6   11   6	0.0270075
   6   11   14	0.0278733
   6   11   7	0.0277174
   6   11   15	0.0281415
   4   0   0	0.0274088
   4   0   8	0.0271889
   4   0   1	0.0276342
   4   0   9	0.0269818
   4   0   2	0.0277756
   4   0   10	0.0283067
   4   0   3	0.0279151
   4   0   11	0.0274682
   4   0   4	0.0277839
   4   0   12	0.0281009
   4   0   5	0.0270851
   4   0   13	0.0278591
   4   0   6	0.0274619
   4   0   14	0.0279179
   4   0   7	0.027346
   4   0   15	0.028053
   4   1   0	0.0273959
   4   1   8	0.0277365
   4   1   1	0.0282206
   4   1   9	0.027453
   4   1   2	0.0273571
   4   1   10	0.0284187
   4   1   3	0.0280865
   4   1   11	0.0277823
   4   1   4	0.0287908
   4   1   12	0.0292774
   4   1   5	0.0293579
   4   1   13	0.0287732
   4   1   6	0.0304844
   4   1   14	0.029299
   4   1   7	0.0302459
   4   1   15	0.0288846
   4   2   0	0.0274579
   4   2   8	0.0279718
   4   2   1	0.0273353
   4   2   9	0.0275517
   4   2   2	0.0272222
   4   2   10	0.0276043
   4   2   3	0.0271032
   4   2   11	0.0274633
   4   2   4	0.0273078
   4   2   12	0.026953
   4   2   5	0.0278283
   4   2   13	0.0275176
   4   2   6	0.0271385
   4   2   14	0.0276241
   4   2   7	0.0275855
   4   2   15	0.0281371
   4   3   0	0.027275
   4   3   8	0.0279426
   4   3   1	0.0273421
   4   3   9	0.0263024
   4   3   2	0.0272986
   4   3   10	0.0269747
   4   3   3	0.0271102
   4   3   11	0.0275659
   4   3   4	0.0277824
   4   3   12	0.0272215
   4   3   5	0.0280583
   4   3   13	0.0271393
   4   3   6	0.0278677
   4   3   14	0.0276239
   4   3   7	0.0278729
   4   3   15	0.0273069
   4   4   0	0.0278857
   4   4   8	0.0264439
   4   4   1	0.0275403
   4   4   9	0.0274094
   4   4   2	0.0278662
   4   4   10	0.0274786
   4   4   3	0.0272377
   4   4   11	0.0265654
   4   4   4	0.0269963
   4   4   12	0.0285008
   4   4   5	0.0263503
   4   4   13	0.0279633
   4   4   6	0.0264313
   4   4   14	0.028763
   4   4   7	0.0270995
   4   4   15	0.0282299
   4   5   0	0.0273864
   4   5   8	0.0266385
   4   5   1	0.0263014
   4   5   9	0.0266199
   4   5   2	0.0269908
   4   5   10	0.0268778
   4   5   3	0.027677
   4   5   11	0.0268786
   4   5   4	0.0270137
   4   5   12	0.0281893
   4   5   5	0.0269626
   4   5   13	0.0286542
   4   5   6	0.0274841
   4   5   14	0.0276942
   4   5   7	0.0275263
   4   5   15	0.0284546
   4   6   0	0.0264702
   4   6   8	0.0276079
   4   6   1	0.0260161
   4   6   9	0.0275363
   4   6   2	0.0259422
   4   6   10	0.0270793
   4   6   3	0.0263515
   4   6   11	0.0276088
   4   6   4	0.0267742
   4   6   12	0.0275653
   4   6   5	0.0267972
   4   6   13	0.0275129
   4   6   6	0.0267957
   4   6   14	0.0278147
   4   6   7	0.0273126
   4   6   15	0.02771
   4   7   0	0.0274047
   4   7   8	0.0273557
   4   7   1	0.0274382
   4   7   9	0.0273658
   4   7   2	0.0274097
   4   7   10	0.027703
   4   7   3	0.0273488
   4   7   11	0.0271338
   4   7   4	0.0269071
   4   7   12	0.027866
   4   7   5	0.0274696
   4   7   13	0.0274416
   4   7   6	0.0274291
   4   7   14	0.0280738
   4   7   7	0.0282524
   4   7   15	0.0281971
   6   12   0	0.0288305
   6   12   8	0.0283151
   6   12   1	0.0295485
   6   12   9	0.0284011
   6   12   2	0.0295144
   6   12   10	0.0285827
   6   12   3	0.0279726
   6   12   11	0.0276473
   6   12   4	0.0264004
   6   12   12	0.0286384
   6   12   5	0.0269495
   6   12   13	0.0285227
   6   12   6	0.0269615
   6   12   14	0.0289582
   6   12   7	0.0260235
   6   12   15	0.028981
   6   13   0	0.0270764
   6   13   8	0.0286727
   6   13   1	0.0270637
   6   13   9	0.028255
   6   13   2	0.0274268
   6   13   10	0.0293548
   6   13   3	0.0273801
   6   13   11	0.0276108
   6   13   4	0.0281074
   6   13   12	0.0283399
   6   13   5	0.027767
   6   13   13	0.029065
   6   13   6	0.0281286
   6   13   14	0.0285879
   6   13   7	0.0279912
   6   13   15	0.0282363
   6   14   0	0.0270875
   6   14   8	0.0264836
   6   14   1	0.0274433
   6   14   9	0.0259697
   6   14   2	0.0276133
   6   14   10	0.0275896
   6   14   3	0.0263186
   6   14   11	0.0264273
   6   14   4	0.0280512
   6   14   12	0.0280789
   6   14   5	0.0285533
   6   14   13	0.0283784
   6   14   6	0.0279298
   6   14   14	0.0287819
   6   14   7	0.0275963
   6   14   15	0.0291093
   6   15   0	0.0276
   6   15   8	0.0292974
   6   15   1	0.0283889
   6   15   9	0.028832
   6   15   2	0.0282422
   6   15   10	0.0287272
   6   15   3	0.0276502
   6   15   11	0.0292495
   6   15   4	0.0288683
   6   15   12	0.0268236
   6   15   5	0.0292203
   6   15   13	0.0270553
   6   15   6	0.0284826
   6   15   14	0.0274775
   6   15   7	0.02942
   6   15   15	0.0271787
   4   8   0	0.0271674
   4   8   8	0.0285028
   4   8   1	0.0271226
   4   8   9	0.0286025
   4   8   2	0.0275859
   4   8   10	0.0279373
   4   8   3	0.0271641
   4   8   11	0.0285972
   4   8   4	0.0274173
   4   8   12	0.028316
   4   8   5	0.0271284
   4   8   13	0.0278496
   4   8   6	0.0272874
   4   8   14	0.0275313
   4   8   7	0.0275748
   4   8   15	0.0285456
   4   9   0	0.027205
   4   9   8	0.0284711
   4   9   1	0.0271098
   4   9   9	0.0288591
   4   9   2	0.0269871
   4   9   10	0.0295614
   4   9   3	0.0268376
   4   9   11	0.0288434
   4   9   4	0.0272736
   4   9   12	0.0277688
   4   9   5	0.027652
   4   9   13	0.027541
   4   9   6	0.026661
   4   9   14	0.029149
   4   9   7	0.0267691
   4   9   15	0.0280872
   4   10   0	0.0282417
   4   10   8	0.0274269
   4   10   1	0.0283393
   4   10   9	0.0274011
   4   10   2	0.0285052
   4   10   10	0.0267739
   4   10   3	0.0282458
   4   10   11	0.027821
   4   10   4	0.0282589
   4   10   12	0.0272593
   4   10   5	0.0284229
   4   10   13	0.0276181
   4   10   6	0.0272786
   4   10   14	0.02752
   4   10   7	0.0278882
   4   10   15	0.0278723
   4   11   0	0.0294943
   4   11   8	0.0271353
   4   11   1	0.0296047
   4   11   9	0.0280864
   4   11   2	0.0298185
   4   11   10	0.028412
   4   11   3	0.0299228
   4   11   11	0.0278439
   4   11   4	0.0280579
   4   11   12	0.0271648
   4   11   5	0.0276879
   4   11   13	0.0271278
   4   11   6	0.0270264
   4   11   14	0.0280868
   4   11   7	0.0273285
   4   11   15	0.028137
   4   12   0	0.0286203
   4   12   8	0.0275311
   4   12   1	0.0278729
   4   12   9	0.0272743
   4   12   2	0.0292563
   4   12   10	0.0276508
   4   12   3	0.0280037
   4   12   11	0.0280759
   4   12   4	0.0269734
   4   12   12	0.0276468
   4   12   5	0.0273776
   4   12   13	0.0280193
   4   12   6	0.0274446
   4   12   14	0.0280341
   4   12   7	0.0271796
   4   12   15	0.0281723
   4   13   0	0.0267969
   4   13   8	0.0291408
   4   13   1	0.0268616
   4   13   9	0.0278222
   4   13   2	0.0265781
   4   13   10	0.0282934
   4   13   3	0.0271643
   4   13   11	0.0284237
   4   13   4	0.027451
   4   13   12	0.0284088
   4   13   5	0.027675
   4   13   13	0.0282572
   4   13   6	0.0268395
   4   13   14	0.0281135
   4   13   7	0.0267876
   4   13   15	0.0280954
   4   14   0	0.0272504
   4   14   8	0.0280912
   4   14   1	0.027899
   4   14   9	0.0285212
   4   14   2	0.0279059
   4   14   10	0.028624
   4   14   3	0.0285019
   4   14   11	0.0286621
   4   14   4	0.0274367
   4   14   12	0.0266258
   4   14   5	0.0268687
   4   14   13	0.0274693
   4   14   6	0.0276809
   4   14   14	0.0275417
   4   14   7	0.0275531
   4   14   15	0.0277135
   4   15   0	0.026906
   4   15   8	0.0274639
   4   15   1	0.0274126
   4   15   9	0.0267901
   4   15   2	0.0272194
   4   15   10	0.0272686
   4   15   3	0.027775
   4   15   11	0.027451
   4   15   4	0.0279264
   4   15   12	0.0287538
   4   15   5	0.0279428
   4   15   13	0.0276159
   4   15   6	0.0271496
   4   15   14	0.0266333
   4   15   7	0.0278457
   4   15   15	0.0282407
   2   0   0	0.0264679
   2   0   8	0.0284873
   2   0   1	0.0265978
   2   0   9	0.0278064
   2   0   2	0.0272854
   2   0   10	0.0274414
   2   0   3	0.0274505
   2   0   11	0.0276355
   2   0   4	0.0286467
   2   0   12	0.0289602
   2   0   5	0.0289021
   2   0   13	0.0279153
   2   0   6	0.0281366
   2   0   14	0.0283575
   2   0   7	0.0287608
   2   0   15	0.0287938
   2   1   0	0.0254242
   2   1   8	0.0270339
   2   1   1	0.0254747
   2   1   9	0.0268233
   2   1   2	0.0262581
   2   1   10	0.0277424
   2   1   3	0.026263
   2   1   11	0.0272282
   2   1   4	0.028168
   2   1   12	0.028467
   2   1   5	0.0278852
   2   1   13	0.0272738
   2   1   6	0.0278192
   2   1   14	0.0274653
   2   1   7	0.0278726
   2   1   15	0.027727
   2   2   0	0.0283236
   2   2   8	0.0282383
   2   2   1	0.0274644
   2   2   9	0.0280451
   2   2   2	0.0270918
   2   2   10	0.02764
   2   2   3	0.0264795
   2   2   11	0.0281398
   2   2   4	0.0267057
   2   2   12	0.026789
   2   2   5	0.0274948
   2   2   13	0.0273961
   2   2   6	0.0268771
   2   2   14	0.0268698
   2   2   7	0.0269523
   2   2   15	0.0278144
   2   3   0	0.0271606
   2   3   8	0.0269297
   2   3   1	0.0272958
   2   3   9	0.0265696
   2   3   2	0.0275049
   2   3   10	0.0275685
   2   3   3	0.0277568
   2   3   11	0.0278027
   2   3   4	0.0271749
   2   3   12	0.0286002
   2   3   5	0.0279015
   2   3   13	0.0285952
   2   3   6	0.0276802
   2   3   14	0.0286683
   2   3   7	0.02832
   2   3   15	0.0276865
   0   0   0	0.0290773
   0   0   8	0.0267992
   0   0   1	0.0289655
   0   0   9	0.0277494
   0   0   2	0.0290518
   0   0   10	0.0275862
   0   0   3	0.0295881
   0   0   11	0.0280095
   0   0   4	0.0289394
   0   0   12	0.0277224
   0   0   5	0.0286857
   0   0   13	0.028237
   0   0   6	0.0298565
   0   0   14	0.028489
   0   0   7	0.0287351
   0   0   15	0.0290416
   0   1   0	0.029023
   0   1   8	0.0283327
   0   1   1	0.0283525
   0   1   9	0.0289278
   0   1   2	0.0276324
   0   1   10	0.028157
   0   1   3	0.0275508
   0   1   11	0.0281458
   0   1   4	0.0288054
   0   1   12	0.026819
   0   1   5	0.0287556
   0   1   13	0.0263061
   0   1   6	0.0281366
   0   1   14	0.0269895
   0   1   7	0.0287785
   0   1   15	0.026908
   0   2   0	0.0273621
   0   2   8	0.0278521
   0   2   1	0.027991
   0   2   9	0.0273634
   0   2   2	0.0277344
   0   2   10	0.0275127
   0   2   3	0.0271826
   0   2   11	0.0276627
   0   2   4	0.0278388
   0   2   12	0.0270657
   0   2   5	0.0271925
   0   2   13	0.0270289
   0   2   6	0.0273354
   0   2   14	0.0267724
   0   2   7	0.0267413
   0   2   15	0.0269203
   0   3   0	0.0275056
   0   3   8	0.0286206
   0   3   1	0.028409
   0   3   9	0.0282467
   0   3   2	0.0275394
   0   3   10	0.0283885
   0   3   3	0.027663
   0   3   11	0.0278203
   0   3   4	0.0285542
   0   3   12	0.0270988
   0   3   5	0.0281484
   0   3   13	0.0282749
   0   3   6	0.0270499
   0   3   14	0.0274131
   0   3   7	0.0280087
   0   3   15	0.0281933
   0   4   0	0.0268338
   0   4   8	0.0284608
   0   4   1	0.027943
   0   4   9	0.0283882
   0   4   2	0.0261219
   0   4   10	0.0279677
   0   4   3	0.0271956
   0   4   11	0.0275315
   0   4   4	0.0273166
   0   4   12	0.0272564
   0   4   5	0.0269982
   0   4   13	0.0272985
   0   4   6	0.0262123
   0   4   14	0.0270913
   0   4   7	0.0267711
   0   4   15	0.0265307
   0   5   0	0.0272489
   0   5   8	0.0288747
   0   5   1	0.0266521
   0   5   9	0.0281528
   0   5   2	0.027184
   0   5   10	0.0283196
   0   5   3	0.02757
   0   5   11	0.0287432
   0   5   4	0.0282897
   0   5   12	0.0286812
   0   5   5	0.0276169
   0   5   13	0.0287572
   0   5   6	0.0277387
   0   5   14	0.0280097
   0   5   7	0.0294078
   0   5   15	0.0283539
   0   6   0	0.0272895
   0   6   8	0.027189
   0   6   1	0.0277104
   0   6   9	0.0274145
   0   6   2	0.0279333
   0   6   10	0.0268017
   0   6   3	0.0274298
   0   6   11	0.0265716
   0   6   4	0.0273641
   0   6   12	0.0285216
   0   6   5	0.0282551
   0   6   13	0.0283626
   0   6   6	0.0277476
   0   6   14	0.027819
   0   6   7	0.0284975
   0   6   15	0.0280325
   0   7   0	0.0265988
   0   7   8	0.0271683
   0   7   1	0.0263905
   0   7   9	0.0271227
   0   7   2	0.0262311
   0   7   10	0.0275309
   0   7   3	0.0268441
   0   7   11	0.026954
   0   7   4	0.0281381
   0   7   12	0.0288563
   0   7   5	0.0275714
   0   7   13	0.0272685
   0   7   6	0.0281673
   0   7   14	0.0278222
   0   7   7	0.0286534
   0   7   15	0.027549
   2   4   0	0.0284506
   2   4   8	0.0260019
   2   4   1	0.0288058
   2   4   9	0.0266605
   2   4   2	0.0281605
   2   4   10	0.0267485
   2   4   3	0.0273874
   2   4   11	0.0265297
   2   4   4	0.0277504
   2   4   12	0.0287506
   2   4   5	0.0277078
   2   4   13	0.02838
   2   4   6	0.0270277
   2   4   14	0.0283355
   2   4   7	0.0273968
   2   4   15	0.0284007
   2   5   0	0.0277712
   2   5   8	0.0288353
   2   5   1	0.0281104
   2   5   9	0.0288502
   2   5   2	0.0272073
   2   5   10	0.0284643
   2   5   3	0.0271016
   2   5   11	0.0288699
   2   5   4	0.0273672
   2   5   12	0.0285084
   2   5   5	0.0269174
   2   5   13	0.0291817
   2   5   6	0.0276479
   2   5   14	0.0284536
   2   5   7	0.0275072
   2   5   15	0.0286326
   2   6   0	0.0281532
   2   6   8	0.0286224
   2   6   1	0.0279799
   2   6   9	0.0278791
   2   6   2	0.0275637
   2   6   10	0.0273452
   2   6   3	0.0279411
   2   6   11	0.0278175
   2   6   4	0.0276205
   2   6   12	0.0302569
   2   6   5	0.0285824
   2   6   13	0.02875
   2   6   6	0.0281843
   2   6   14	0.0282816
   2   6   7	0.028611
   2   6   15	0.0286019
   2   7   0	0.0275016
   2   7   8	0.0281444
   2   7   1	0.0271764
   2   7   9	0.0286613
   2   7   2	0.0264218
   2   7   10	0.0281433
   2   7   3	0.0272326
   2   7   11	0.0280967
   2   7   4	0.0285645
   2   7   12	0.0272294
   2   7   5	0.0285214
   2   7   13	0.0279561
   2   7   6	0.0280936
   2   7   14	0.0276435
   2   7   7	0.0281915
   2   7   15	0.0273609
   0   8   0	0.0275407
   0   8   8	0.0273141
   0   8   1	0.0284441
   0   8   9	0.027729
   0   8   2	0.0278515
   0   8   10	0.0269188
   0   8   3	0.0275381
   0   8   11	0.0271214
   0   8   4	0.0284378
   0   8   12	0.0268286
   0   8   5	0.0288955
   0   8   13	0.0268452
   0   8   6	0.0278509
   0   8   14	0.0265607
   0   8   7	0.0279812
   0   8   15	0.0272831
   0   9   0	0.0279714
   0   9   8	0.0280531
   0   9   1	0.0284792
   0   9   9	0.0282154
   0   9   2	0.0274693
   0   9   10	0.0277109
   0   9   3	0.0280596
   0   9   11	0.027184
   0   9   4	0.0280641
   0   9   12	0.0281673
   0   9   5	0.0281618
   0   9   13	0.0288424
   0   9   6	0.0278326
   0   9   14	0.0290887
   0   9   7	0.0271234
   0   9   15	0.028488
   0   10   0	0.0291069
   0   10   8	0.0282261
   0   10   1	0.02896
   0   10   9	0.0272313
   0   10   2	0.0286732
   0   10   10	0.0271851
   0   10   3	0.0285518
   0   10   11	0.028319
   0   10   4	0.0271973
   0   10   12	0.0271564
   0   10   5	0.0266762
   0   10   13	0.0275906
   0   10   6	0.0270969
   0   10   14	0.0269666
   0   10   7	0.0267254
   0   10   15	0.0267786
   0   11   0	0.0287397
   0   11   8	0.0286716
   0   11   1	0.028269
   0   11   9	0.0287081
   0   11   2	0.0283585
   0   11   10	0.0290419
   0   11   3	0.0283971
   0   11   11	0.028276
   0   11   4	0.0292017
   0   11   12	0.0279343
   0   11   5	0.0285781
   0   11   13	0.0280664
   0   11   6	0.0276666
