   0	0	0	18.1951
   0	0	1	19.1132
   0	0	2	19.4537
   0	0	3	19.1701
   0	0	4	20.8396
   0	0	5	20.3445
   0	0	6	20.1396
   0	0	7	20.7798
   0	0	8	20.6196
   0	0	9	21.1874
   0	0	10	21.5887
   0	0	11	21.73
   0	0	12	21.694
   0	0	13	21.5629
   0	0	14	22.06
   0	0	15	21.9453
   0	1	0	18.5948
   0	1	1	19.2082
   0	1	2	17.8664
   0	1	3	17.8734
   0	1	4	17.9617
   0	1	5	18.4614
   0	1	6	18.6763
   0	1	7	18.5194
   0	1	8	20.7314
   0	1	9	21.0293
   0	1	10	21.3162
   0	1	11	20.5669
   0	1	12	20.7178
   0	1	13	21.148
   0	1	14	20.7695
   0	1	15	21.0484
   0	2	0	19.2766
   0	2	1	20.2497
   0	2	2	20.1243
   0	2	3	20.0517
   0	2	4	20.0437
   0	2	5	20.8729
   0	2	6	21.0224
   0	2	7	20.7599
   0	2	8	21.0271
   0	2	9	21.6876
   0	2	10	21.9048
   0	2	11	21.9436
   0	2	12	21.6209
   0	2	13	22.4024
   0	2	14	22.4776
   0	2	15	22.4124
   0	3	0	19.1019
   0	3	1	19.4958
   0	3	2	19.0011
   0	3	3	18.862
   0	3	4	18.8351
   0	3	5	19.9057
   0	3	6	19.7387
   0	3	7	19.7681
   0	3	8	20.9159
   0	3	9	21.3004
   0	3	10	21.0964
   0	3	11	21.3562
   0	3	12	20.9417
   0	3	13	21.4963
   0	3	14	21.4699
   0	3	15	21.6043
   0	4	0	20.5474
   0	4	1	20.7471
   0	4	2	20.7691
   0	4	3	20.4884
   0	4	4	20.4443
   0	4	5	21.4365
   0	4	6	21.2731
   0	4	7	21.3496
   0	4	8	20.9376
   0	4	9	22.1378
   0	4	10	22.5768
   0	4	11	21.6767
   0	4	12	22.0241
   0	4	13	22.1365
   0	4	14	21.4929
   0	4	15	21.5509
   0	5	0	20.7853
   0	5	1	21.1672
   0	5	2	21.3726
   0	5	3	21.1667
   0	5	4	20.6534
   0	5	5	20.9696
   0	5	6	21.1964
   0	5	7	20.8987
   0	5	8	22.7439
   0	5	9	22.7253
   0	5	10	22.8457
   0	5	11	22.8719
   0	5	12	22.3837
   0	5	13	22.9913
   0	5	14	22.957
   0	5	15	22.6169
   0	6	0	20.4114
   0	6	1	20.8865
   0	6	2	21.2161
   0	6	3	21.0465
   0	6	4	21.3135
   0	6	5	21.7342
   0	6	6	21.4533
   0	6	7	22.0058
   0	6	8	21.2648
   0	6	9	22.0131
   0	6	10	22.3208
   0	6	11	22.3763
   0	6	12	22.4247
   0	6	13	22.9271
   0	6	14	22.963
   0	6	15	22.9145
   0	7	0	21.2197
   0	7	1	20.6505
   0	7	2	21.0686
   0	7	3	20.8704
   0	7	4	20.6781
   0	7	5	21.3423
   0	7	6	21.0158
   0	7	7	20.974
   0	7	8	21.8844
   0	7	9	22.7956
   0	7	10	21.9397
   0	7	11	21.7168
   0	7	12	21.6017
   0	7	13	22.4251
   0	7	14	22.3327
   0	7	15	22.0364
   0	8	0	17.7117
   0	8	1	18.641
   0	8	2	18.6806
   0	8	3	18.9335
   0	8	4	18.9487
   0	8	5	19.3731
   0	8	6	19.5006
   0	8	7	19.6006
   0	8	8	19.8791
   0	8	9	20.4585
   0	8	10	20.7645
   0	8	11	20.3814
   0	8	12	21.3399
   0	8	13	21.4934
   0	8	14	21.9623
   0	8	15	21.6302
   0	9	0	18.8654
   0	9	1	19.3098
   0	9	2	18.0537
   0	9	3	18.1607
   0	9	4	17.9223
   0	9	5	18.5799
   0	9	6	18.4323
   0	9	7	18.3735
   0	9	8	20.5591
   0	9	9	21.1163
   0	9	10	20.9763
   0	9	11	20.4871
   0	9	12	20.0478
   0	9	13	20.6579
   0	9	14	20.2004
   0	9	15	19.8047
   0	10	0	19.9219
   0	10	1	20.1548
   0	10	2	20.8653
   0	10	3	20.326
   0	10	4	20.0751
   0	10	5	20.9958
   0	10	6	21.0624
   0	10	7	21.5783
   0	10	8	20.9531
   0	10	9	21.1843
   0	10	10	21.9225
   0	10	11	21.4762
   0	10	12	21.9443
   0	10	13	21.9785
   0	10	14	21.9441
   0	10	15	22.1904
   0	11	0	19.3763
   0	11	1	19.5383
   0	11	2	18.8862
   0	11	3	18.8518
   0	11	4	18.3979
   0	11	5	18.9551
   0	11	6	19.1661
   0	11	7	19.4039
   0	11	8	20.9199
   0	11	9	21.414
   0	11	10	21.0504
   0	11	11	20.8493
   0	11	12	20.7415
   0	11	13	21.4301
   0	11	14	21.6316
   0	11	15	21.6064
   0	12	0	20.7279
   0	12	1	21.1331
   0	12	2	21.0866
   0	12	3	20.87
   0	12	4	21.0095
   0	12	5	21.5196
   0	12	6	21.4528
   0	12	7	20.9177
   0	12	8	21.5827
   0	12	9	22.0489
   0	12	10	21.9805
   0	12	11	22.1232
   0	12	12	22.252
   0	12	13	22.5722
   0	12	14	22.6579
   0	12	15	22.2936
   0	13	0	20.8549
   0	13	1	21.3676
   0	13	2	21.4067
   0	13	3	20.964
   0	13	4	21.1703
   0	13	5	21.4895
   0	13	6	21.3374
   0	13	7	20.9613
   0	13	8	22.187
   0	13	9	23.6712
   0	13	10	22.058
   0	13	11	22.1667
   0	13	12	21.8464
   0	13	13	22.1752
   0	13	14	22.2737
   0	13	15	21.9446
   0	14	0	21.3323
   0	14	1	21.7084
   0	14	2	21.8343
   0	14	3	21.8694
   0	14	4	21.1679
   0	14	5	22.0391
   0	14	6	21.8534
   0	14	7	21.9504
   0	14	8	20.8184
   0	14	9	21.123
   0	14	10	21.8768
   0	14	11	22.0013
   0	14	12	21.8295
   0	14	13	22.504
   0	14	14	22.2867
   0	14	15	22.6474
   0	15	0	21.4967
   0	15	1	21.3071
   0	15	2	21.4479
   0	15	3	21.4065
   0	15	4	20.9281
   0	15	5	21.6119
   0	15	6	21.4945
   0	15	7	21.6288
   0	15	8	22.2515
   0	15	9	22.2839
   0	15	10	21.4606
   0	15	11	21.355
   0	15	12	22.0031
   0	15	13	22.2171
   0	15	14	22.1861
   0	15	15	21.9472
   1	0	0	20.696
   1	0	1	21.1266
   1	0	2	21.252
   1	0	3	21.0532
   1	0	4	20.5908
   1	0	5	21.2228
   1	0	6	20.8359
   1	0	7	20.9329
   1	0	8	21.8015
   1	0	9	22.3042
   1	0	10	21.9821
   1	0	11	21.8141
   1	0	12	22.1106
   1	0	13	22.4754
   1	0	14	22.7847
   1	0	15	22.7812
   1	1	0	20.6543
   1	1	1	21.278
   1	1	2	20.4346
   1	1	3	20.418
   1	1	4	20.167
   1	1	5	20.5283
   1	1	6	20.4676
   1	1	7	20.4333
   1	1	8	22.1975
   1	1	9	22.4436
   1	1	10	22.398
   1	1	11	22.2177
   1	1	12	21.3339
   1	1	13	22.3038
   1	1	14	21.7567
   1	1	15	21.6609
   1	2	0	20.3283
   1	2	1	20.8642
   1	2	2	21.2988
   1	2	3	20.972
   1	2	4	20.9225
   1	2	5	21.3094
   1	2	6	21.2701
   1	2	7	21.2881
   1	2	8	21.6749
   1	2	9	21.8899
   1	2	10	22.3999
   1	2	11	22.0308
   1	2	12	22.3208
   1	2	13	22.1552
   1	2	14	22.2746
   1	2	15	22.2682
   1	3	0	20.996
   1	3	1	21.2434
   1	3	2	20.9272
   1	3	3	21.0161
   1	3	4	21.0713
   1	3	5	21.6543
   1	3	6	21.7794
   1	3	7	21.7629
   1	3	8	21.638
   1	3	9	22.3785
   1	3	10	22.0228
   1	3	11	21.9828
   1	3	12	21.6541
   1	3	13	22.2431
   1	3	14	22.255
   1	3	15	22.258
   1	4	0	21.5238
   1	4	1	21.9306
   1	4	2	22.0883
   1	4	3	21.5908
   1	4	4	21.9024
   1	4	5	21.9066
   1	4	6	22.1936
   1	4	7	21.9775
   1	4	8	22.6032
   1	4	9	22.7384
   1	4	10	23.2542
   1	4	11	23.0608
   1	4	12	22.3853
   1	4	13	23.2652
   1	4	14	22.8429
   1	4	15	23.3034
   1	5	0	22.3658
