   0	0	0	3919.58		3902
   0	0	1	3916.97		3901
   0	0	2	3917.55		3910
   0	0	3	3916.73		3906
   0	0	4	3935.77		3893
   0	0	5	3937.14		3926
   0	0	6	3935.1		3879
   0	0	7	3936.9		3906
   0	0	8	3951.99		3914
   0	0	9	3953.79		3940
   0	0	10	3956.97		3933
   0	0	11	3955.01		3920
   0	0	12	3928.34		3888
   0	0	13	3941.83		3903
   0	0	14	3934.25		3893
   0	0	15	3944.51		3888
   0	1	0	3937.23		3961
   0	1	1	3935.76		3954
   0	1	2	3935.07		3951
   0	1	3	3927.17		3933
   0	1	4	3940.3		3882
   0	1	5	3945.8		3887
   0	1	6	3946.75		3892
   0	1	7	3944.26		3885
   0	1	8	3927.01		3934
   0	1	9	3928.91		3930
   0	1	10	3930.82		3922
   0	1	11	3925.45		3935
   0	1	12	3946.83		3937
   0	1	13	3946.52		3958
   0	1	14	3941.93		3949
   0	1	15	3951.23		3927
   0	2	0	3930.1		3915
   0	2	1	3930.81		3916
   0	2	2	3933.66		3908
   0	2	3	3935.5		3912
   0	2	4	3904.32		3923
   0	2	5	3907.29		3910
   0	2	6	3905.36		3907
   0	2	7	3910.26		3901
   0	2	8	3928.75		3915
   0	2	9	3936.57		3909
   0	2	10	3930.62		3933
   0	2	11	3938.27		3913
   0	2	12	3925.45		3908
   0	2	13	3921.46		3914
   0	2	14	3931.4		3893
   0	2	15	3925.47		3908
   0	3	0	3919.71		3954
   0	3	1	3918.36		3953
   0	3	2	3924.43		3936
   0	3	3	3924.66		3938
   0	3	4	3905.77		3942
   0	3	5	3909.22		3919
   0	3	6	3907.37		3938
   0	3	7	3913.73		3917
   0	3	8	3935.01		3918
   0	3	9	3932		3885
   0	3	10	3930.92		3880
   0	3	11	3929.45		3895
   0	3	12	3948.44		3941
   0	3	13	3950.5		3929
   0	3	14	3955.72		3916
   0	3	15	3958.52		3909
   0	4	0	3936.13		3930
   0	4	1	3924.64		3931
   0	4	2	3927.34		3951
   0	4	3	3935.84		3911
   0	4	4	3929.97		3912
   0	4	5	3919.05		3876
   0	4	6	3922.77		3902
   0	4	7	3922.7		3905
   0	4	8	3943.04		3933
   0	4	9	3941.42		3931
   0	4	10	3945.35		3930
   0	4	11	3943.5		3916
   0	4	12	3926.28		3894
   0	4	13	3935.01		3901
   0	4	14	3924.44		3884
   0	4	15	3929.04		3890
   0	5	0	3903.21		3890
   0	5	1	3902.88		3921
   0	5	2	3899.57		3885
   0	5	3	3899.88		3882
   0	5	4	3912.28		3887
   0	5	5	3896.66		3892
   0	5	6	3902.55		3898
   0	5	7	3910.66		3886
   0	5	8	3908.25		3930
   0	5	9	3900.33		3926
   0	5	10	3909.2		3885
   0	5	11	3904.04		3899
   0	5	12	3900.42		3943
   0	5	13	3907.28		3938
   0	5	14	3905.08		3947
   0	5	15	3910.34		3950
   0	6	0	3924.51		3908
   0	6	1	3922.93		3954
   0	6	2	3926.06		3918
   0	6	3	3921.46		3905
   0	6	4	3902.03		3949
   0	6	5	3901.44		3963
   0	6	6	3898.45		3953
   0	6	7	3901.73		3950
   0	6	8	3915.99		3998
   0	6	9	3916.83		3944
   0	6	10	3917.11		3958
   0	6	11	3921.97		3965
