 Arm H/V ROC  Word  Rword ChanLo ChanHi Gap Panel 2PackLo 2PackHi  YLocLo  YLocHi
 --- --- ---  ----  ----- ------ ------ --- ----- ------- -------  ------  ------
   0   0   0     1      0      0     15   0     3       0      15       0      15
   0   0   0     2      1      0     15   0     3      16      31      16      31
   0   0   0     3      2      0     15   0     4       0      15       0      15
   0   0   0     4      3      0     15   0     4      16      31      16      31
   0   0   0     5      4      0     15   0     5       0      15       0      15
   0   0   0     6      5      0     15   0     5      16      31      16      31
   0   0   1     7      0      0     15   0     3      32      47      32      47
   0   0   1     8      1      0     10   0     3      48      58      48      58
   0   0   1     9      2      0     12   0     4      32      44      32      44
   0   0   1    10      3     -1     -1   0    -1      -1      -1      -1      -1
   0   0   1    11      4      0     15   0     5      32      47      32      47
   0   0   1    12      5      0     10   0     5      48      58      48      58
   0   0   2    13      0      5     15   0     2       0      10      59      69
   0   0   2    14      1      0     15   0     2      11      26      70      85
   0   0   2    15      2     -1     -1   0    -1      -1      -1      -1      -1
   0   0   2    16      3      1     15   0     1       0      14      70      85
   0   0   2    17      4      5     15   0     0       0      10      59      69
   0   0   2    18      5      0     15   0     0      11      26      70      85
   0   0   3    19      0      0     15   0     2      27      42      86     101
   0   0   3    20      1      0     15   0     2      43      58     102     117
   0   0   3    21      2      0     15   0     1      15      30      86     101
   0   0   3    22      3      0     13   0     1      31      44     102     115
   0   0   3    23      4      0     15   0     0      27      42      86     101
   0   0   3    24      5      0     15   0     0      43      58     102     117
   0   0   4    25      0      0     15   1     3       0      15       0      15
   0   0   4    26      1      0     15   1     3      16      31      16      31
   0   0   4    27      2      0     15   1     4       0      15       0      15
   0   0   4    28      3      0     15   1     4      16      31      16      31
   0   0   4    29      4      0     15   1     5       0      15       0      15
   0   0   4    30      5      0     15   1     5      16      31      16      31
   0   0   5    31      0      0     15   1     3      32      47      32      47
   0   0   5    32      1      0     10   1     3      48      58      48      58
   0   0   5    33      2      0     12   1     4      32      44      32      44
   0   0   5    34      3     -1     -1   1    -1      -1      -1      -1      -1
   0   0   5    35      4      0     15   1     5      32      47      32      47
   0   0   5    36      5      0     10   1     5      48      58      48      58
   0   0   6    37      0      5     15   1     2       0      10      59      69
   0   0   6    38      1      0     15   1     2      11      26      70      85
   0   0   6    39      2     -1     -1   1    -1      -1      -1      -1      -1
   0   0   6    40      3      1     15   1     1       0      14      70      85
   0   0   6    41      4      5     15   1     0       0      10      59      69
   0   0   6    42      5      0     15   1     0      11      26      70      85
   0   0   7    43      0      0     15   1     2      27      42      86     101
   0   0   7    44      1      0     15   1     2      43      58     102     117
   0   0   7    45      2      0     15   1     1      15      30      86     101
   0   0   7    46      3      0     13   1     1      31      44     102     115
   0   0   7    47      4      0     15   1     0      27      42      86     101
   0   0   7    48      5      0     15   1     0      43      58     102     117
   0   0   8    49      0      0     15   2     3       0      15       0      15
   0   0   8    50      1      0     15   2     3      16      31      16      31
   0   0   8    51      2      0     15   2     4       0      15       0      15
   0   0   8    52      3      0     15   2     4      16      31      16      31
   0   0   8    53      4      0     15   2     5       0      15       0      15
   0   0   8    54      5      0     15   2     5      16      31      16      31
   0   0   9    55      0      0     15   2     3      32      47      32      47
   0   0   9    56      1      0     10   2     3      48      58      48      58
   0   0   9    57      2      0     12   2     4      32      44      32      44
   0   0   9    58      3     -1     -1   2    -1      -1      -1      -1      -1
   0   0   9    59      4      0     15   2     5      32      47      32      47
   0   0   9    60      5      0     10   2     5      48      58      48      58
   0   0  10    61      0      5     15   2     2       0      10      59      69
   0   0  10    62      1      0     15   2     2      11      26      70      85
   0   0  10    63      2     -1     -1   2    -1      -1      -1      -1      -1
   0   0  10    64      3      1     15   2     1       0      14      70      85
   0   0  10    65      4      5     15   2     0       0      10      59      69
   0   0  10    66      5      0     15   2     0      11      26      70      85
   0   0  11    67      0      0     15   2     2      27      42      86     101
   0   0  11    68      1      0     15   2     2      43      58     102     117
   0   0  11    69      2      0     15   2     1      15      30      86     101
   0   0  11    70      3      0     13   2     1      31      44     102     115
   0   0  11    71      4      0     15   2     0      27      42      86     101
   0   0  11    72      5      0     15   2     0      43      58     102     117
   0   0  12    73      0      0     15   3     3       0      15       0      15
   0   0  12    74      1      0     15   3     3      16      31      16      31
   0   0  12    75      2      0     15   3     4      15       0       0      15
   0   0  12    76      3      0     15   3     4      16      31      16      31
   0   0  12    77      4      0     15   3     5       0      15       0      15
   0   0  12    78      5      0     15   3     5      16      31      16      31
   0   0  13    79      0      0     15   3     3      32      47      32      47
   0   0  13    80      1      0     10   3     3      48      58      48      58
   0   0  13    81      2      0     12   3     4      32      44      32      44
   0   0  13    82      3     -1     -1   3    -1      -1      -1      -1      -1
   0   0  13    83      4      0     15   3     5      32      47      32      47
   0   0  13    84      5      0     10   3     5      48      58      48      58
   0   0  14    85      0      5     15   3     2       0      10      59      69
   0   0  14    86      1      0     15   3     2      11      26      70      85
   0   0  14    87      2     -1     -1   3    -1      -1      -1      -1      -1
   0   0  14    88      3      1     15   3     1       0      14      70      85
   0   0  14    89      4      5     15   3     0       0      10      59      69
   0   0  14    90      5      0     15   3     0      11      26      70      85
   0   0  15    91      0      0     15   3     2      27      42      86     101
   0   0  15    92      1      0     15   3     2      43      58     102     117
   0   0  15    93      2      0     15   3     1      15      30      86     101
   0   0  15    94      3      0     13   3     1      31      44     102     115
   0   0  15    95      4      0     15   3     0      27      42      86     101
   0   0  15    96      5      0     15   3     0      43      58     102     117
   0   0  16    97      0      0     15   4     3       0      15       0      15
   0   0  16    98      1      0     15   4     3      16      31      16      31
   0   0  16    99      2      0     15   4     4       0      15       0      15
   0   0  16   100      3      0     15   4     4      16      31      16      31
   0   0  16   101      4      0     15   4     5       0      15       0      15
   0   0  16   102      5      0     15   4     5      16      31      16      31
   0   0  17   103      0      0     15   4     3      32      47      32      47
   0   0  17   104      1      0     10   4     3      48      58      48      58
   0   0  17   105      2      0     12   4     4      32      44      32      44
   0   0  17   106      3     -1     -1   4    -1      -1      -1      -1      -1
   0   0  17   107      4      0     15   4     5      32      47      32      47
   0   0  17   108      5      0     10   4     5      48      58      48      58
   0   0  18   109      0      5     15   4     2       0      10      59      69
   0   0  18   110      1      0     15   4     2      11      26      70      85
   0   0  18   111      2     -1     -1   4    -1      -1      -1      -1      -1
   0   0  18   112      3      1     15   4     1       0      14      70      85
   0   0  18   113      4      5     15   4     0       0      10      59      69
   0   0  18   114      5      0     15   4     0      11      26      70      85
   0   0  19   115      0      0     15   4     2      27      42      86     101
   0   0  19   116      1      0     15   4     2      43      58     102     117
   0   0  19   117      2      0     15   4     1      15      30      86     101
   0   0  19   118      3      0     13   4     1      31      44     102     115
   0   0  19   119      4      0     15   4     0      27      42      86     101
   0   0  19   120      5      0     15   4     0      43      58     102     117
   0   1   0     1      0      0     15   0     3       0      15       0      15
